"title","date_posted","position","location","url","District","Archive_Date"
"Custodian - CS Porter Middle School","2026-07-07",NA,"CS Porter Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Custodian - Franklin Elementary School","2026-08-03",NA,"Franklin Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Part-Time Custodian - Washington Middle School","2026-08-05",NA,"Washington Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Part-Time Custodian - Russell Elementary School","2026-08-05",NA,"Russell Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Custodian - Washington Middle School","2026-08-05",NA,"Washington Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Custodian ~ Seeley-Swan High School","2026-06-15",NA,"Seeley-Swan High School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Custodian - District - Various Locations","2026-05-13",NA,"Various","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Assistant Head Cook - Sentinel High School","2026-01-05",NA,"Sentinel High School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Cook/Cashier - Washington Middle School","2026-08-05",NA,"Washington Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Food Prep/Cashier - Sentinel High School","2026-05-05",NA,"Sentinel High School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Lewis and Clark Elementary - 2 Days/Week","2026-08-04",NA,"Lewis & Clark Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Washington Middle School - (4) Positions","2026-08-03",NA,"Washington Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Jeannette Rankin Elementary School","2026-08-03",NA,"Jeannette Rankin Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Franklin Elementary School - (3) Positions","2026-07-27",NA,"Franklin Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Meadow Hill Middle School - (2) Positions","2026-07-28",NA,"Meadow Hill Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Rattlesnake Elementary School - (2) Positions","2026-07-29",NA,"Rattlesnake Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Noon Duty - Lewis and Clark Elementary School","2026-07-29",NA,"Lewis & Clark Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Paraeducator 2 - Sentinel High School","2026-07-29",NA,"Sentinel High School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Paraeducator 2 - Washington Middle School","2026-08-03",NA,"Washington Middle School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Paraeducator 2 - Lowell Elementary School","2026-08-03",NA,"Lowell Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Paraeducator 1 - Title - 2026-2027 CYO - Lowell Elementary School","2026-07-27",NA,"Lowell Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Paraeducator 2 - MCPS District","2026-08-05",NA,"Admin Building","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Sign Language Interpreter","2026-07-01",NA,"Admin Building","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Temporary Building Substitute - Hawthorne Elementary School","2026-08-04",NA,"Hawthorne Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Substitute Nurse RN and LPN 2025-2026","2025-09-26",NA,"Various","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Substitute Healthcare Assistant","2025-10-21",NA,"Various","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Substitute Teacher / Para 2026-27","2026-08-04",NA,"Various","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Community Liaison - Part-Time - Paxson Elementary School","2026-08-04",NA,"Paxson Elementary School","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Native American Student Specialist","2026-08-03",NA,"Admin Building","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Warehouse Worker - MCPS District","2026-07-22",NA,"Admin Building","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Security and Communications Foreman","2026-08-04",NA,"Maintenance Shop","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"Substitute School Bus Driver","2026-01-23",NA,"Admin Building","https://www.applitrack.com/mcpsmt/onlineapp/default.aspx","Missoula County Public Schools","2026-08-07"
"CMR Fall Athletic Events Coordinator",NA,NA,"08/10/2026","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Cheerleading Advisor - CMR","2026-08-05",NA,"C M Russell High School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Assistant Forensics/Debate Coach - GFHS","2025-09-03",NA,"Great Falls High","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Crossing Guards and Sub Crossing Guards Job #3465","2025-09-23",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Crossing Guards and Sub Crossing Guards","2026-08-06",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Elementary Teacher","2026-07-23",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Elementary Instrumental Music Teacher - Strings","2026-04-09",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Elementary General Music Teacher oyo","2026-02-06",NA,"Various","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Health Enhancement Teacher Elementary MS/WH","2026-08-06",NA,"Morningside/Whittier","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Teacher on Special Assignment, PK-6","2026-02-18",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Teacher - Elementary","2025-10-01",NA,"Various","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Food Service Employees-various","2026-08-05",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secondary Teacher 9-12",NA,NA,NA,"https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Math Teacher oyo CMR","2026-06-23",NA,"C M Russell High School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Broadfield Science Teacher This position is oyo","2026-03-13",NA,"Great Falls High","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Teacher on Special Assignment, 7-12","2026-02-18",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Teacher – High School","2025-10-01",NA,"Various","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Youth Development Specialist, Indigenous Education","2025-07-18",NA,"Paris Gibson Education Center","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Custodian - Swing Shift","2026-08-06",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Board Certified Behavior Analyst (BCBA)",NA,NA,NA,"https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Occupational Therapist","2026-07-09",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Physical Therapist","2026-02-26",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Speech and Language Pathologist","2026-07-15",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secondary Teacher 7-8",NA,NA,NA,"https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Middle School Band Teacher","2026-04-17",NA,"East Middle School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Science Teacher - EMS","2026-07-07",NA,"East Middle School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Teacher – Middle School","2025-10-01",NA,"East & North Middle Schools","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Academic Achievement Center Para Educator",NA,NA,NA,"https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Attendance Office Aide - CMR","2026-07-27",NA,"C M Russell High School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Campus Supervisor","2024-03-21",NA,"North Middle School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"CORE School Teacher Assistant","2026-02-01",NA,"Core School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Lifeguards/Swim Instructor/ Supervisor/Cashier","2026-01-06",NA,"Great Falls High","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Special Education Para Educator/Substitutes","2026-08-06",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Teacher Aide / Overload Teacher Aide / Substitute Teacher Aides","2026-08-06",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Teacher Aide assigned to the Curriculum Library","2026-01-13",NA,"Various","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Teacher Aide - NMS","2024-09-12",NA,"North Middle School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Teacher Aide - EMS","2024-10-18",NA,"East Middle School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"School Psychologist","2026-06-05",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Administrative Assistant - Food Service","2026-06-08",NA,"District Offices Building","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secretary II - High School Office","2026-07-27",NA,"C M Russell High School","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secretary II - GFHS","2026-08-05",NA,"Great Falls High","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secretary II; Indigenous Education Department","2026-06-05",NA,"Indian Education Center","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Secretary II – Central Reception","2026-08-05",NA,"District Offices Building","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Substitute Teachers","2026-08-06",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Substitute Teachers","2025-10-22",NA,"District-wide","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Information Security Specialist","2026-04-14",NA,"District Offices Building","https://www.applitrack.com/greatfalls/onlineapp/default.aspx","Great Falls Public Schools","2026-08-07"
"Baseball Head Coach - JV","2026-06-15",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Baseball Head Coach - JV","2026-06-15",NA,"Helena High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Baseball Assistant Coach","2026-06-15",NA,"Helena High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Baseball Assistant Coach","2026-06-15",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
"Assistant Wrestling Coach","2026-06-15",NA,"Capital High School","https://www.applitrack.com/helena/onlineapp/default.aspx","Helena Public Schools","2026-08-07"
